text,target,category,polarity
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,SERVICE#GENERAL,positive
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,RESTAURANT#GENERAL,positive
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,FOOD#QUALITY,positive
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,FOOD#STYLE_OPTIONS,positive
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,RESTAURANT#PRICES,positive
"Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik. Ardindan en çok begendigim ise döner oldu. Gayet lezzetliydi. Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm. Diger yediklerimizide begendim hepsi güzellerdi. Kendi üretimleri manda yogurtlarinida denemenizde fayda var. Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim. Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir. Son resimde menü içerigini görebilirsiniz. Öncelikle ortamini çok begendim. Güzel, sik ve ferah bir ortami var. Özellikle restorantin tam ortasindaki agaç çok hosuma gitti. Bence asla kesilmemesi lazim. O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir. Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti. Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi. Harikaydi...",,LOCATION#GENERAL,positive
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim. Yani güzel degildi. Damak tadima hitap edemedi açikçasi. Biberler kizartilmadan atilmis içine. Bol yumurtali ve birkaç parça domates atilmis içine. Adeta menemen degil biberli omlet olmus gibi. Açik ayrani fena degildi. Begendim diyebilirim.",,DRINKS#QUALITY,neutral
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim. Yani güzel degildi. Damak tadima hitap edemedi açikçasi. Biberler kizartilmadan atilmis içine. Bol yumurtali ve birkaç parça domates atilmis içine. Adeta menemen degil biberli omlet olmus gibi. Açik ayrani fena degildi. Begendim diyebilirim.",,FOOD#QUALITY,negative
"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim. Yani güzel degildi. Damak tadima hitap edemedi açikçasi. Biberler kizartilmadan atilmis içine. Bol yumurtali ve birkaç parça domates atilmis içine. Adeta menemen degil biberli omlet olmus gibi. Açik ayrani fena degildi. Begendim diyebilirim.",,RESTAURANT#GENERAL,positive
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,SERVICE#GENERAL,negative
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,RESTAURANT#PRICES,negative
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,AMBIENCE#GENERAL,positive
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,FOOD#QUALITY,negative
Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok. hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,,FOOD#STYLE_OPTIONS,negative
dün gidip yeniden kahvalti etme firsati buldugum yer. iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik. ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk. bir kahvalti tabagi ile gelen çay ücretsizdi. yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik. kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,,FOOD#PRICES,neutral
dün gidip yeniden kahvalti etme firsati buldugum yer. iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik. ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk. bir kahvalti tabagi ile gelen çay ücretsizdi. yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik. kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,,RESTAURANT#PRICES,neutral
dün gidip yeniden kahvalti etme firsati buldugum yer. iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik. ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk. bir kahvalti tabagi ile gelen çay ücretsizdi. yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik. kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,,DRINKS#STYLE_OPTIONS,positive
dün gidip yeniden kahvalti etme firsati buldugum yer. iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik. ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk. bir kahvalti tabagi ile gelen çay ücretsizdi. yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik. kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,,RESTAURANT#GENERAL,positive
dün gidip yeniden kahvalti etme firsati buldugum yer. iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik. ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk. bir kahvalti tabagi ile gelen çay ücretsizdi. yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik. kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,,FOOD#STYLE_OPTIONS,positive
Sani Istanbul'un dört bir kösesine yayilmis durumda. Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum. Etine eyvallah fakat fiyat konusunda çok uçuklar. Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,,RESTAURANT#PRICES,negative
Sani Istanbul'un dört bir kösesine yayilmis durumda. Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum. Etine eyvallah fakat fiyat konusunda çok uçuklar. Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,,FOOD#QUALITY,positive
Sani Istanbul'un dört bir kösesine yayilmis durumda. Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum. Etine eyvallah fakat fiyat konusunda çok uçuklar. Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,,RESTAURANT#GENERAL,positive
Sani Istanbul'un dört bir kösesine yayilmis durumda. Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum. Etine eyvallah fakat fiyat konusunda çok uçuklar. Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,,AMBIENCE#GENERAL,negative
"Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel. Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor. Servis çok özenli ve güzel. Müşterisi genç bir kitle. Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.",,AMBIENCE#GENERAL,positive
"Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel. Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor. Servis çok özenli ve güzel. Müşterisi genç bir kitle. Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.",,SERVICE#GENERAL,positive
"Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel. Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor. Servis çok özenli ve güzel. Müşterisi genç bir kitle. Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.",,RESTAURANT#GENERAL,neutral
"Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel. Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor. Servis çok özenli ve güzel. Müşterisi genç bir kitle. Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.",,FOOD#QUALITY,positive
"Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel. Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor. Servis çok özenli ve güzel. Müşterisi genç bir kitle. Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.",,FOOD#STYLE_OPTIONS,positive
"Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel. Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor. Servis çok özenli ve güzel. Müşterisi genç bir kitle. Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.",,LOCATION#GENERAL,positive
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,RESTAURANT#PRICES,negative
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,FOOD#QUALITY,positive
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,AMBIENCE#GENERAL,positive
Manzara'ya tabikide yıldızlı 5 ! Dekorasyon da bir o kadar güzel. Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma. Tek kötü yanı bu olabilir burasının benim açımdan. Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum. Aşk-ı Memnu'yu tatmayan kalmasın! Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,,RESTAURANT#GENERAL,negative
yazın dısarıda yer bulması epey zor. fakat kızartma combosu bir harika. sürekli kalabalik nedeniyle servis oldukca yavas. bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,,AMBIENCE#GENERAL,neutral
yazın dısarıda yer bulması epey zor. fakat kızartma combosu bir harika. sürekli kalabalik nedeniyle servis oldukca yavas. bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,,FOOD#QUALITY,positive
yazın dısarıda yer bulması epey zor. fakat kızartma combosu bir harika. sürekli kalabalik nedeniyle servis oldukca yavas. bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,,SERVICE#GENERAL,negative
Sadece ün yapmak işte hepsi bundan ibaret. Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,,AMBIENCE#GENERAL,negative
Sadece ün yapmak işte hepsi bundan ibaret. Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,,RESTAURANT#GENERAL,negative
"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı. Masaları silen bir personel vardı bakarmısınız dedik,baktı ama bakmasamıydı. Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.",,SERVICE#GENERAL,negative
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti. Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,,AMBIENCE#GENERAL,positive
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti. Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,,FOOD#QUALITY,positive
Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti. Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,,SERVICE#GENERAL,negative
